Date,Open,High,Low,Close,Adj. Close,Volume
2016-06-13,43.562,43.998001,42.900002,43.094002,43.094002,15563000
2016-06-20,43.900002,44.75,37.945999,38.630001,38.630001,244920500
2016-06-27,38.172001,43.647999,37.574001,43.299999,43.299999,148279000
2016-07-04,41.945999,43.962002000000005,41.599998,43.355999,43.355999,88910000
2016-07-11,43.992001,45.5,43.902,44.080002,44.080002,92391000
2016-07-18,43.928001,45.959998999999996,43.66,44.453998999999996,44.453998999999996,80520500
2016-07-25,44.453998999999996,47.056000000000004,44.273998,46.958,46.958,81498000
2016-08-01,47.099998,47.326,44.279999,46.006001,46.006001,95953500
2016-08-08,45.599998,46.307999,44.681999,45.122002,45.122002,52520500
2016-08-15,45.203998999999996,45.900002,44.458,45.0,45.0,47312500
2016-08-22,44.833999999999996,45.698002,43.763999999999996,43.998001,43.998001,67110500
2016-08-29,44.029999,44.080002,39.240002000000004,39.556,39.556,118161000
2016-09-05,39.804001,41.299999,38.740002000000004,38.894001,38.894001,75832000
2016-09-12,39.0,41.139998999999996,38.689999,41.080002,41.080002,78720500
2016-09-19,41.400002,42.035999,40.312,41.490002000000004,41.490002000000004,63158000
2016-09-26,41.299999,42.200001,39.91,40.806,40.806,65846500
2016-10-03,42.459998999999996,43.133998999999996,39.16,39.321999,39.321999,98076500
2016-10-10,40.27,40.827999,39.259997999999996,39.301998,39.301998,71899500
2016-10-17,39.41,41.332001,38.400002,40.018002,40.018002,126210500
2016-10-24,40.200001,42.740002000000004,39.966,39.993999,39.993999,141016000
2016-10-31,40.498001,40.498001,37.192001,38.111999999999995,38.111999999999995,119023500
2016-11-07,38.717999,39.498001,36.084,37.712002000000005,37.712002000000005,130248000
2016-11-14,37.599998,38.599998,35.638000000000005,37.004002,37.004002,119930000
2016-11-21,37.007999,39.448002,36.742001,39.330002,39.330002,86112000
2016-11-28,39.096001,39.869999,36.0,36.293999,36.293999,108421500
2016-12-05,36.501999,38.768002,36.501999,38.436001,38.436001,94211500
2016-12-12,38.560001,40.599998,38.236,40.498001,40.498001,102151000
2016-12-19,40.498001,42.689999,39.967999,42.667999,42.667999,105832000
2016-12-26,42.976002,44.759997999999996,42.335999,42.737999,42.737999,91929000
2017-01-02,42.972,46.062,42.192001,45.801998,45.801998,142882000
2017-01-09,45.793999,47.57,45.116001000000004,47.549999,47.549999,105867500
2017-01-16,47.34,49.736000000000004,46.874001,48.945999,48.945999,101615500
2017-01-23,49.169998,51.692001,49.099998,50.59,50.59,113447000
2017-01-30,50.506001,51.178001,49.419998,50.265999,50.265999,82812500
2017-02-06,50.200001,54.236000000000004,50.125999,53.846001,53.846001,115901000
2017-02-13,54.147999,57.478001,52.830002,54.445999,54.445999,163285500
2017-02-20,55.09,56.689999,50.040001000000004,51.400002,51.400002,187592500
2017-02-27,49.633998999999996,50.970001,48.402,50.313999,50.313999,143098000
2017-03-06,49.582001,50.778,48.599998,48.737999,48.737999,87429000
2017-03-13,48.964001,53.150002,48.556000000000004,52.299999,52.299999,147907500
2017-03-20,52.119999,52.959998999999996,50.048,52.632,52.632,117748500
2017-03-27,52.119999,56.400002,51.950001,55.66,55.66,126688000
2017-04-03,57.380001,60.976002,56.916000000000004,60.507999,60.507999,210021500
2017-04-10,61.830002,62.745998,59.060001,60.799999,60.799999,143622000
2017-04-17,60.540001000000004,61.830002,59.580002,61.119999,61.119999,108658000
2017-04-24,61.844002,62.959998999999996,61.172001,62.813999,62.813999,122451500
2017-05-01,62.976002,65.531998,58.152,61.669998,61.669998,218375500
2017-05-08,62.18,65.400002,61.164001,64.961998,64.961998,156500000
2017-05-15,63.675999,64.040001,61.062,62.166000000000004,62.166000000000004,144139000
2017-05-22,62.560001,65.098,60.695999,65.028,65.028,132485500
2017-05-29,65.199997,68.975998,65.152,67.970001,67.970001,154722500
2017-06-05,67.699997,75.374001,66.842003,71.46399699999999,71.46399699999999,267960500
2017-06-12,71.598,76.849998,70.124001,74.279999,74.279999,261507500
2017-06-19,75.0,77.398003,73.559998,76.690002,76.690002,164434000
2017-06-26,77.337997,77.389999,70.82,72.321999,72.321999,169862500
2017-07-03,74.047997,74.269997,61.259997999999996,62.644001,62.644001,284267500
2017-07-10,62.580002,66.620003,60.625999,65.556,65.556,249730500
2017-07-17,65.108002,66.33000200000001,62.689999,65.68,65.68,163377000
2017-07-24,66.047997,69.5,65.258003,67.014,67.014,168149500
2017-07-31,67.099998,71.454002,62.243999,71.38200400000001,71.38200400000001,263668000
2017-08-07,71.470001,74.0,70.550003,71.57399699999999,71.57399699999999,160625500
2017-08-14,72.92600300000001,73.531998,69.160004,69.491997,69.491997,107270000
2017-08-21,69.164001,71.332001,66.370003,69.610001,69.610001,119203000
2017-08-28,69.456001,71.688004,67.75,71.08000200000001,71.08000200000001,91864500
2017-09-04,70.760002,71.098,68.311996,68.68,68.68,77146000
2017-09-11,70.269997,76.0,70.0,75.961998,75.961998,152241000
2017-09-18,76.050003,77.92199699999999,70.17600300000001,70.218002,70.218002,156683000
2017-09-25,70.629997,71.494003,67.08000200000001,68.220001,68.220001,156246000
2017-10-02,68.503998,72.019997,66.255997,71.375999,71.375999,160365500
2017-10-09,69.93,71.956001,68.533997,71.113998,71.113998,133002500
2017-10-16,70.751999,72.599998,68.86799599999999,69.019997,69.019997,118000500
2017-10-23,69.975998,69.989998,63.332001,64.17400400000001,64.17400400000001,154181500
2017-10-30,63.835999,66.522003,58.526001,61.217999,61.217999,235347000
2017-11-06,61.400002,61.672001,59.259997999999996,60.598,60.598,132890500
2017-11-13,60.026001,65.334,59.821999,63.009997999999996,63.009997999999996,193984500
2017-11-20,62.757999,63.646,60.950001,63.110001000000004,63.110001000000004,118353500
2017-11-27,62.650002,64.0,60.245998,61.306000000000004,61.306000000000004,134586500
2017-12-04,61.299999,63.726002,60.0,63.026001,63.026001,129630000
2017-12-11,62.925999,69.487999,62.75,68.690002,68.690002,178129000
2017-12-18,68.980003,69.346001,64.96399699999999,65.040001,65.040001,134280000
2017-12-25,64.765999,64.788002,61.908001,62.27,62.27,85920000
2018-01-01,62.400002,65.050003,61.136002000000005,63.316002000000005,63.316002000000005,117056000
2018-01-08,63.200001,68.961998,63.099998,67.244003,67.244003,163932500
2018-01-15,67.508003,70.459999,66.959999,70.003998,70.003998,120759500
2018-01-22,69.879997,72.099998,67.141998,68.57,68.57,141215000
2018-01-29,67.970001,71.931999,67.655998,68.75,68.75,117907000
2018-02-05,67.594002,69.72399899999999,58.952,62.083999999999996,62.083999999999996,198850000
2018-02-12,63.226002,68.624001,61.25,67.098,67.098,131471000
2018-02-19,66.893997,70.998001,66.300003,70.410004,70.410004,100081000
2018-02-26,70.699997,71.998001,64.594002,67.024002,67.024002,135927500
2018-03-05,66.477997,67.550003,64.348,65.433998,65.433998,110949000
2018-03-12,65.722,69.442001,63.813999,64.269997,64.269997,174396500
2018-03-19,63.299999,64.487999,60.09,60.307999,60.307999,149008500
2018-03-26,61.467999,61.518002,49.641998,53.226002,53.226002,292096500
2018-04-02,51.251999,61.855999,48.917999,59.860001000000004,59.860001000000004,437482500
2018-04-09,60.074001,61.900002,57.841999,60.068001,60.068001,218292500
2018-04-16,59.799999,60.202,56.501999,58.048,58.048,158073500
2018-04-23,58.257999,58.894001,55.299999,58.816002000000005,58.816002000000005,116564500
2018-04-30,58.722,61.369999,55.046001000000004,58.818001,58.818001,218728500
2018-05-07,59.5,62.598,59.034,60.212002000000005,60.212002000000005,153334000
2018-05-14,60.664001,60.987999,54.799999,55.363997999999995,55.363997999999995,170762500
2018-05-21,56.265999,58.298,54.683997999999995,55.77,55.77,160826500
2018-05-28,55.702,59.001999,55.23,58.363997999999995,58.363997999999995,122502000
2018-06-04,58.868,66.0,57.348,63.532001,63.532001,260554000
2018-06-11,64.501999,72.933998,64.5,71.634003,71.634003,334150000
2018-06-18,71.08000200000001,74.746002,66.400002,66.725998,66.725998,257260000
2018-06-25,66.024002,71.403999,65.160004,68.589996,68.589996,188039500
2018-07-02,72.014,72.956001,59.243999,61.779999,61.779999,286921500
2018-07-09,62.397999,65.53600300000001,61.599998,63.773998,63.773998,167717000
2018-07-16,62.341999,65.099998,61.25,62.716,62.716,157583000
2018-07-23,60.368,62.139998999999996,58.509997999999996,59.436001,59.436001,189964500
2018-07-30,59.18,71.0,57.226002,69.634003,69.634003,294459500
2018-08-06,69.092003,77.491997,67.83000200000001,71.098,71.098,463735500
2018-08-13,72.225998,72.638,60.706001,61.099998,61.099998,257871000
2018-08-20,58.34,65.46399699999999,57.639998999999996,64.564003,64.564003,226352000
2018-08-27,63.599998,64.487999,59.543999,60.332001,60.332001,203838000
2018-09-03,59.388000000000005,59.638000000000005,50.450001,52.647999,52.647999,230220000
2018-09-10,54.652,59.466,54.200001,59.040001000000004,59.040001000000004,232874000
2018-09-17,58.007999,61.195999,55.099998,59.82,59.82,220649500
2018-09-24,59.695999,62.992001,52.111999999999995,52.953998999999996,52.953998999999996,296633500
2018-10-01,61.153999,63.368,52.0,52.389998999999996,52.389998999999996,346374000
2018-10-08,52.903999,53.551998,49.554001,51.756001,51.756001,268588500
2018-10-15,51.812,56.540001000000004,50.700001,52.0,52.0,195893000
2018-10-22,52.136002000000005,67.980003,50.518002,66.18,66.18,464763000
2018-10-29,67.494003,69.839996,64.452003,69.281998,69.281998,235225500
2018-11-05,68.099998,71.515999,66.028,70.101997,70.101997,170789500
2018-11-12,69.67400400000001,71.139999,66.068001,70.862,70.862,146311500
2018-11-19,71.26799799999999,73.349998,65.110001,65.166,65.166,133015000
2018-11-26,65.0,70.32,65.0,70.096001,70.096001,135939000
2018-12-03,72.0,358.48999,70.152,71.594002,71.594002,180610500
2018-12-10,72.0,75.57399699999999,70.624001,73.141998,73.141998,158264000
2018-12-17,72.400002,73.139999,62.374001,63.953998999999996,63.953998999999996,200684500
2018-12-24,62.700001,67.248001,58.818001,66.774002,66.774002,161185500
2018-12-31,67.557999,67.842003,59.476002,63.537997999999995,63.537997999999995,161601000
2019-01-07,64.344002,69.681999,63.549999,69.452003,69.452003,155440500
2019-01-14,68.475998,70.400002,59.945999,60.452,60.452,219115500
2019-01-21,60.964001,61.599998,55.855999,59.408001,59.408001,199292500
2019-01-28,58.582001,63.220001,57.549999,62.442001,62.442001,210739500
2019-02-04,62.596001,64.848,59.700001,61.16,61.16,157491000
2019-02-11,62.32,63.720001,60.200001,61.576,61.576,134473000
2019-02-18,61.312,62.307999,58.099998,58.942001,58.942001,129801500
2019-02-25,59.582001,64.0,57.754002,58.958,58.958,299125000
2019-03-04,59.624001,59.799999,54.02,56.827999,56.827999,322295500
2019-03-11,56.703998999999996,59.077999,54.880001,55.085999,55.085999,218150000
2019-03-18,55.200001,55.610001000000004,52.692001,52.905998,52.905998,218412500
2019-03-25,51.942001,56.066002000000005,50.891998,55.972,55.972,195552500
2019-04-01,56.523998,59.234001,52.118,54.992001,54.992001,291338500
2019-04-08,55.537997999999995,56.231998,53.119999,53.540001000000004,53.540001000000004,199788000
2019-04-15,53.726002,55.0,51.726002,54.652,54.652,141571500
2019-04-22,53.799999,53.936001,46.226002,47.028,47.028,390143000
2019-04-29,47.172001,51.321999,46.299999,51.006001,51.006001,393748000
2019-05-06,50.004002,51.669998,47.203998999999996,47.903999,47.903999,204307000
2019-05-13,46.402,46.900002,41.784,42.206001,42.206001,253266000
2019-05-20,40.560001,41.48,37.243999,38.125999,38.125999,489495000
2019-05-27,38.240002000000004,39.0,36.82,37.032001,37.032001,203073500
2019-06-03,37.102001,42.200001,35.397999,40.900002,40.900002,383142000
2019-06-10,42.049999,44.675999,41.501999,42.984001,42.984001,265188500
2019-06-17,43.096001,46.948002,42.854,44.372002,44.372002,258366500
2019-06-24,44.647999,45.445999,43.470001,44.692001,44.692001,168156000
2019-07-01,46.042,48.313999,44.443999999999996,46.619999,46.619999,193696000
2019-07-08,46.248001,49.076,45.456001,49.015999,49.015999,189659500
2019-07-15,49.599998,51.992001,48.972,51.636002000000005,51.636002000000005,203604000
2019-07-22,51.75,53.214001,44.450001,45.608002,45.608002,276921500
2019-07-29,45.417999,49.335999,45.206001,46.868,46.868,204782500
2019-08-05,45.919998,47.959998999999996,45.150002,47.001999,47.001999,132707500
2019-08-12,46.598,47.200001,42.310001,43.987999,43.987999,161663500
2019-08-19,44.841999,45.818001,42.200001,42.279999,42.279999,161633500
2019-08-26,42.720001,46.487999,42.307999,45.122002,45.122002,140968500
2019-09-02,44.816002000000005,45.959998999999996,43.841999,45.490002000000004,45.490002000000004,113499000
2019-09-09,46.0,50.700001,45.787997999999995,49.040001000000004,49.040001000000004,168117500
2019-09-16,49.200001,49.633998999999996,47.632,48.124001,48.124001,119562500
2019-09-23,48.0,49.742001,43.672001,48.425999,48.425999,248298500
2019-09-30,48.599998,49.189999,44.855999,46.285999,46.285999,203766500
2019-10-07,45.959998999999996,50.216,45.709998999999996,49.577999,49.577999,191977500
2019-10-14,49.580002,52.956001,49.425999,51.389998999999996,51.389998999999996,169205000
2019-10-21,51.666000000000004,66.0,50.035999,65.625999,65.625999,373046000
2019-10-28,65.508003,68.167999,61.959998999999996,62.661999,62.661999,263236500
2019-11-04,62.959998999999996,68.300003,61.852001,67.428001,67.428001,221039000
2019-11-11,68.790001,71.265999,68.400002,70.433998,70.433998,185200500
2019-11-18,70.584,72.239998,66.0,66.608002,66.608002,209154500
2019-11-25,68.863998,68.914001,65.41999799999999,65.987999,65.987999,141540500
2019-12-02,65.879997,67.772003,65.449997,67.178001,67.178001,147591000
2019-12-09,67.318001,73.042,67.015999,71.678001,71.678001,195420000
2019-12-16,72.510002,82.599998,72.5,81.11799599999999,81.11799599999999,368259000
2019-12-23,82.356003,87.061996,82.0,86.07599599999999,86.07599599999999,209769500
2019-12-30,85.758003,90.800003,80.416,88.601997,88.601997,250913500
2020-01-06,88.094002,99.760002,88.0,95.629997,95.629997,502796500
2020-01-13,98.699997,109.48200200000001,98.400002,102.099998,102.099998,541242000
2020-01-20,106.050003,118.900002,105.681999,112.96399699999999,112.96399699999999,415885500
2020-01-27,108.398003,130.600006,107.856003,130.113998,130.113998,439615500
2020-02-03,134.738007,193.798004,134.703995,149.613998,149.613998,1066859500
2020-02-10,160.0,163.998001,147.0,160.005997,160.005997,451961000
2020-02-17,168.320007,188.955994,166.472,180.199997,180.199997,368772000
2020-02-24,167.800003,172.699997,122.304001,133.598007,133.598007,475341500
2020-03-02,142.251999,161.395996,136.854004,140.695999,140.695999,422718000
2020-03-09,121.07800300000001,133.600006,100.400002,109.32399699999999,109.32399699999999,437700000
2020-03-16,93.900002,98.97399899999999,70.101997,85.505997,85.505997,633756500
2020-03-23,86.720001,112.0,82.099998,102.872002,102.872002,461652500
2020-03-30,102.052002,108.592003,89.279999,96.001999,96.001999,427716500
2020-04-06,102.239998,115.03600300000001,99.592003,114.599998,114.599998,295638000
2020-04-13,118.031998,154.990005,116.106003,150.778,150.778,552075000
2020-04-20,146.53999299999998,153.113998,134.757996,145.029999,145.029999,377849500
2020-04-27,147.522003,173.96400500000001,136.608002,140.26400800000002,140.26400800000002,565615500
2020-05-04,140.199997,164.800003,139.600006,163.884003,163.884003,374831000
2020-05-11,158.102005,168.658005,152.66000400000001,159.834,159.834,378463000
2020-05-18,165.55599999999998,166.94400000000002,159.199997,163.37600700000002,163.37600700000002,254268500
2020-05-25,166.899994,167.0,157.0,167.0,167.0,193296500
2020-06-01,171.600006,181.73199499999998,170.820007,177.132004,177.132004,265771000
2020-06-08,183.800003,205.496002,181.832001,187.05599999999998,187.05599999999998,384031000
2020-06-15,183.557999,203.83999599999999,181.699997,200.179993,200.179993,290353500
2020-06-22,199.990005,202.399994,187.429993,191.94799799999998,191.94799799999998,208983500
2020-06-29,193.80200200000002,245.600006,189.703995,241.731995,241.731995,282609500
2020-07-06,255.33799700000003,309.783997,253.20799300000002,308.929993,308.929993,467130500
2020-07-13,331.799988,358.99798599999997,286.200012,300.167999,300.167999,512010500
2020-07-20,303.802002,337.799988,273.308014,283.399994,283.399994,455574000
2020-07-27,287.0,312.940002,282.600006,286.152008,286.152008,305567500
2020-08-03,289.839996,305.48199500000004,283.00201400000003,290.541992,290.541992,185304000
2020-08-10,289.600006,333.76001,273.0,330.141998,330.141998,354902000
2020-08-17,335.399994,419.097992,334.56601,409.996002,409.996002,455117500
2020-08-24,425.256012,463.69799800000004,385.503998,442.67999299999997,442.67999299999997,443680500
2020-08-31,444.60998499999994,502.48999000000003,372.019989,418.320007,418.320007,502309600
2020-09-07,356.0,398.98999,329.880005,372.72000099999997,372.72000099999997,340579600
2020-09-14,380.950012,461.94000199999994,373.299988,442.14999400000005,442.14999400000005,415784100
2020-09-21,453.130005,455.67999299999997,351.299988,407.339996,407.339996,447901400
2020-09-28,424.619995,448.880005,411.600006,415.089996,415.089996,270256000
2020-10-05,423.35000599999995,439.0,406.049988,434.0,434.0,206343600
2020-10-12,442.0,465.89999400000005,436.60000599999995,439.670013,439.670013,189582800
2020-10-19,446.23999000000003,447.0,407.380005,420.630005,420.630005,174024800
2020-10-26,411.630005,430.5,379.109985,388.040009,388.040009,141543700
2020-11-02,394.0,440.0,392.299988,429.950012,429.950012,145636400
2020-11-09,439.5,452.5,396.02999900000003,408.5,408.5,122101100
2020-11-16,408.929993,508.60998499999994,404.089996,489.60998499999994,489.60998499999994,261458100
2020-11-23,503.5,598.780029,501.790009,585.76001,585.76001,190400100
2020-11-30,602.210022,607.799988,541.210022,599.039978,599.039978,222835600
2020-12-07,604.919983,654.320007,566.340027,609.98999,609.98999,305424100
2020-12-14,619.0,695.0,605.0,695.0,695.0,417604200
2020-12-21,666.23999,668.5,614.22998,661.77002,661.77002,165799900
2020-12-28,674.51001,718.719971,655.0,705.669983,705.669983,147685300
2021-01-04,719.460022,884.48999,717.1900019999999,880.0200199999999,880.0200199999999,252137800
2021-01-11,849.400024,868.0,803.619995,826.159973,826.159973,208928700
2021-01-18,837.799988,859.5,828.619995,846.6400150000001,846.6400150000001,91620500
2021-01-25,855.0,900.400024,780.099976,793.530029,793.530029,153007800
2021-02-01,814.289978,880.5,795.5599980000001,852.2299800000001,852.2299800000001,102460400
2021-02-08,869.669983,877.7700199999999,785.330017,816.119995,816.119995,116926600
2021-02-15,818.0,821.0,762.01001,781.299988,781.299988,82714200
2021-02-22,762.6400150000001,768.5,619.0,675.5,675.5,220756700
2021-03-01,690.1099849999999,721.1099849999999,539.48999,597.950012,597.950012,236392400
2021-03-08,600.549988,717.849976,558.789978,693.72998,693.72998,249753700
2021-03-15,694.090027,713.179993,624.619995,654.869995,654.869995,178022600
2021-03-22,684.590027,699.619995,599.8900150000001,618.710022,618.710022,176877000
2021-03-29,615.6400150000001,692.419983,591.01001,661.75,661.75,136705100
2021-04-05,707.710022,708.159973,667.840027,677.02002,677.02002,141785400
2021-04-12,685.700012,780.789978,682.090027,739.780029,739.780029,178634300
2021-04-19,719.599976,753.77002,691.799988,729.400024,729.400024,170471000
2021-04-26,741.0,749.299988,666.1400150000001,709.4400019999999,709.4400019999999,152350600
2021-05-03,703.799988,706.0,650.0,672.369995,672.369995,129938100
2021-05-10,664.900024,665.049988,559.650024,589.73999,589.73999,189275700
2021-05-17,575.549988,596.679993,546.97998,580.880005,580.880005,165651100
2021-05-24,581.599976,635.590027,573.650024,625.219971,625.219971,140310900
2021-05-31,627.799988,633.799988,571.219971,599.049988,599.049988,95501700
2021-06-07,591.830017,623.090027,582.880005,609.8900150000001,609.8900150000001,105266300
2021-06-14,612.22998,625.48999,593.5,604.869995,604.869995,60282300
